playlist_id,playlist_name,curator_type,curator,playlist_followers,track_id,track_title,artist,artist_id,artist_country,region_group,diaspora,track_popularity,artist_popularity,playlist_position,release_year,album_label,label_type,danceability,energy,valence,tempo,acousticness,instrumentalness,liveness,speechiness,loudness,key,mode,time_signature
afrobeats-2026,AFROBEATS 🔥 2026,Independent Curator,AFROBEATS,73678,5XHZWCpKc4XJghIYi8uHgi,28 grams,Burna Boy,3wcj11K77LjEY1PkEazffa,Nigeria,West Africa,False,50,80,152,2025,Unknown,Independent,0.673,0.729,0.655,116.9,0.139,0.1156,0.35,0.212,-4.91,6,1,4
afrobeats-2026,AFROBEATS 🔥 2026,Independent Curator,AFROBEATS,73678,1qARhbZRfGv4kCpf9R8Xjk,Ọmọ,Rolla,5CGvGuiXIVbG7aME4rLb2m,Nigeria,West Africa,False,28,34,153,2024,Unknown,Independent,0.55,0.61,0.69,114.2,0.4,0.0394,0.075,0.103,-6.32,3,1,4
afrobeats-2026,AFROBEATS 🔥 2026,Independent Curator,AFROBEATS,73678,0IWQ4RhteeVvOXqiixHG3k,Don't Leave Me,Eternal Trip,4PX6wBqDq9NFnqwR5jFbOq,France,Western Europe,True,28,35,154,2024,Unknown,Independent,0.761,0.673,0.745,108.4,0.207,0.1049,0.148,0.3,-6.19,0,1,4
afrobeats-2026,AFROBEATS 🔥 2026,Independent Curator,AFROBEATS,73678,6bW7YnPQQffit1iwule5Vv,emiliana,CKay,048LktY5zMnakWq7PTtFrz,Nigeria,West Africa,False,67,68,155,2022,Unknown,Independent,0.732,0.656,0.533,116.5,0.137,0.0114,0.132,0.3,-5.03,2,1,4
afrobeats-2026,AFROBEATS 🔥 2026,Independent Curator,AFROBEATS,73678,4ekRx0pTjxVuvb9nUZDwu0,Can't Stop,Space Afro,5H26aMZlvFZNqq1ecrDhbT,Brazil,South America,True,28,44,156,2024,Unknown,Independent,0.717,0.667,0.52,97.8,0.154,0.0133,0.264,0.212,-7.31,6,1,4
afrobeats-2026,AFROBEATS 🔥 2026,Independent Curator,AFROBEATS,73678,04yGQ4xzVt9LVAqop42ja6,Hot Body,Ayra Starr,3ZpEKRjHaHANcpk10u6Ntq,Nigeria,West Africa,False,73,75,157,2025,Unknown,Independent,0.85,0.791,0.609,93.8,0.057,0.0825,0.32,0.3,-5.1,4,1,4
afrobeats-2026,AFROBEATS 🔥 2026,Independent Curator,AFROBEATS,73678,2gOBTGJTMUjr4p2CUlMW00,Feeling Alright,Qing Madi,0ZvsEkINadmEV4qzS4ollh,Nigeria,West Africa,False,38,60,158,2025,Unknown,Independent,0.618,0.593,0.557,111.2,0.06,0.0112,0.35,0.3,-4.44,8,1,4
afrobeats-2026,AFROBEATS 🔥 2026,Independent Curator,AFROBEATS,73678,1m393XweDjBki9dUzjArmK,The Trouble With Love,Rhythmic Control,2sGBYqTNUYQV9i9UeRng7z,United Kingdom,Northern Europe,True,30,27,159,2025,Unknown,Independent,0.608,0.712,0.462,92.1,0.344,0.0416,0.144,0.195,-7.68,6,1,4
afrobeats-2026,AFROBEATS 🔥 2026,Independent Curator,AFROBEATS,73678,1MJtvkBO5xb81zVgwXIbg6,Without You,"Eccko, Zigala",2YZZW2EH2eUrD0nscGzDBn,Nigeria,West Africa,False,29,28,160,2024,Unknown,Independent,0.647,0.795,0.579,113.2,0.041,0.0154,0.109,0.3,-7.68,9,0,4
afrobeats-2026,AFROBEATS 🔥 2026,Independent Curator,AFROBEATS,73678,7pXUJ1q7w3bRNcZMv3dxGe,Love Is On The Way,Nikko Mad,29c8c8UVfvvDTkco0Ndw4y,Brazil,South America,True,33,55,161,2025,Unknown,Independent,0.626,0.71,0.479,96.1,0.182,0.0508,0.064,0.179,-5.14,2,1,4
afrobeats-2026,AFROBEATS 🔥 2026,Independent Curator,AFROBEATS,73678,2w82JyPaIey14wPUg2E9Fe,SHE BE - Sped Up,"Mack H.D, CHUMA",0IUp0l21VlpoOz8525KfAJ,Haiti/USA,North America,True,43,54,162,2023,Unknown,Independent,0.708,0.757,0.54,90.0,0.145,0.0236,0.05,0.233,-5.27,8,1,4
afrobeats-2026,AFROBEATS 🔥 2026,Independent Curator,AFROBEATS,73678,7EIJilXEkWf5EE6d0qinNw,Feeling For You,Reefer Tym,3HmAVmxYJSA0yC4fMhYE27,Nigeria,West Africa,False,61,45,163,2022,Unknown,Independent,0.568,0.675,0.834,117.3,0.4,0.1062,0.214,0.292,-5.26,0,0,4
afrobeats-2026,AFROBEATS 🔥 2026,Independent Curator,AFROBEATS,73678,4a8qsJdTh6LlY3mzFxdoC1,Ain't Love Grand,Frederick Young,7luDtArQi8h5TnEB443GWi,United States,North America,True,22,29,164,2025,Unknown,Independent,0.617,0.709,0.604,112.6,0.093,0.0051,0.35,0.3,-7.39,6,1,4
afrobeats-2026,AFROBEATS 🔥 2026,Independent Curator,AFROBEATS,73678,0oac2HUP1cw6XxAAqQCTwH,One Truth,Motor City Squad,7qrOzdyeWPZrjRXWownuiH,United States,North America,True,31,25,165,2025,Unknown,Independent,0.666,0.714,0.686,106.4,0.129,0.0259,0.229,0.3,-5.4,3,0,4
afrobeats-2026,AFROBEATS 🔥 2026,Independent Curator,AFROBEATS,73678,3Dc2Ad9xzWaKY15VjomqQR,"Tested, Approved & Trusted (feat. Prince Swanny)","Burna Boy, Prince Swanny",3wcj11K77LjEY1PkEazffa,Nigeria,West Africa,False,38,80,166,2024,Unknown,Independent,0.64,0.687,0.627,116.7,0.4,0.1169,0.258,0.3,-3.0,7,1,4
afrobeats-2026,AFROBEATS 🔥 2026,Independent Curator,AFROBEATS,73678,2Cz1ppqlF9Ozk1UgumS7Oc,On a Kentro (feat. L.A.X),"Fireboy DML, Pheelz, L.A.X",75VKfyoBlkmrJFDqo1o2VY,Nigeria,West Africa,False,58,71,167,2025,Unknown,Independent,0.646,0.685,0.54,112.3,0.251,0.0223,0.184,0.3,-5.56,0,0,4
afrobeats-2026,AFROBEATS 🔥 2026,Independent Curator,AFROBEATS,73678,5OBoc1QPOmdMSUeqNaiJKL,What Can I Do,"Space Afro, Frederick Young",5H26aMZlvFZNqq1ecrDhbT,Brazil,South America,True,35,44,168,2024,Unknown,Independent,0.626,0.686,0.649,90.0,0.16,0.0503,0.255,0.267,-3.94,8,1,4
afrobeats-2026,AFROBEATS 🔥 2026,Independent Curator,AFROBEATS,73678,7zKTbDcINjbxk5cfov6jrt,Phuma Kimi Mandaba,Escape Deep,1vL1PKPuiIig3FFUqHz7b1,South Africa,Southern Africa,False,35,47,169,2025,Unknown,Independent,0.707,0.681,0.728,94.5,0.163,0.0955,0.35,0.168,-4.95,3,1,4
afrobeats-2026,AFROBEATS 🔥 2026,Independent Curator,AFROBEATS,73678,5InZPeVHSPOMM7qvzu9I6x,My Fault,"Aracy Carvalho, Dualbox",6U9dCvqOoruE37xZGGvPzH,Brazil,South America,True,28,30,170,2025,Unknown,Independent,0.746,0.731,0.61,90.0,0.35,0.0387,0.161,0.3,-6.49,10,1,4
afrobeats-2026,AFROBEATS 🔥 2026,Independent Curator,AFROBEATS,73678,2n9NiEPGijWRuPkW6it5Dy,Loved Me Then ​(f​eat​. Lojay​),"Sarz, Lojay",408vMm7y1227ASq7GmWygZ,Nigeria,West Africa,False,57,65,171,2025,Unknown,Independent,0.768,0.606,0.563,99.9,0.285,0.0313,0.105,0.3,-3.94,7,1,4
afrobeats-2026,AFROBEATS 🔥 2026,Independent Curator,AFROBEATS,73678,6jCxKz9szmm6TESrlK6TR1,Wait,Yarden,1nN9bKS2bD4OHNrKkS0Djd,Nigeria,West Africa,False,56,49,172,2023,Unknown,Independent,0.712,0.727,0.778,105.4,0.159,0.0536,0.18,0.3,-5.21,9,1,4
afrobeats-2026,AFROBEATS 🔥 2026,Independent Curator,AFROBEATS,73678,7qZOtiN7oiDpKqEVW7szZc,Some More,TÖME,2aRiWRO2A7xUI2sqZyJJmX,Canada,North America,False,44,27,173,2025,Unknown,Independent,0.709,0.564,0.706,111.0,0.377,0.0234,0.127,0.3,-5.6,0,1,4
afrobeats-2026,AFROBEATS 🔥 2026,Independent Curator,AFROBEATS,73678,3SU9GElvRPatdvyfSfz6Cg,Sign Me Up,"Monsoon, Nikko Mad",7wVzsZadbLlD0tjE6wnDJ0,Brazil,South America,True,36,37,174,2025,Unknown,Independent,0.572,0.797,0.815,112.0,0.023,0.1035,0.285,0.186,-7.37,9,0,4
afrobeats-2026,AFROBEATS 🔥 2026,Independent Curator,AFROBEATS,73678,0PbB7yLkcKmwD36Vc8mg3B,People,Libianca,7kjSuFGKhLm8b5qXoMhRkJ,Cameroon,Central Africa,True,36,61,175,2023,Unknown,Independent,0.758,0.791,0.459,102.5,0.13,0.0818,0.19,0.172,-5.02,5,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,1HJr3tp2LIrvXFexwiyn7s,"Getting Paid ​(f​eat​. Asake, Wizkid, Skillibeng​)","Sarz, Asake, Wizkid, Skillibeng",408vMm7y1227ASq7GmWygZ,Nigeria,West Africa,False,74,65,1,2025,Unknown,Independent,0.657,0.533,0.706,112.9,0.134,0.1102,0.255,0.3,-5.33,5,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,3wxFGa444tOpit0dsToPd6,INDUSTRY MACHINE,ODUMODUBLVCK,3LOm0AZjpwVQebvkyanjDy,Nigeria,West Africa,False,63,73,2,2025,Unknown,Independent,0.779,0.635,0.735,135.0,0.4,0.0024,0.154,0.244,-4.91,3,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,4FHlbOMdOcPnOYmfH8dl1Z,Dem Dey,Burna Boy,3wcj11K77LjEY1PkEazffa,Nigeria,West Africa,False,61,80,3,2025,Unknown,Independent,0.673,0.701,0.64,117.4,0.193,0.0155,0.104,0.3,-4.12,8,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,4uLBwGnr1U3ctcDZrnVEgK,WHY LOVE,Asake,3a1tBryiczPAZpgoZN9Rzg,Nigeria,West Africa,False,65,75,4,2025,Unknown,Independent,0.69,0.824,0.8,135.0,0.293,0.0418,0.267,0.226,-3.53,5,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,3WOyHOoclSEljLRkTUa3ex,ORDER,"Yomzi, Flourishways",1H079ZKcMzB3DRGFiLL8to,Nigeria,West Africa,False,1,5,5,2025,Unknown,Independent,0.763,0.756,0.758,95.3,0.336,0.0219,0.35,0.3,-5.46,10,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,1AvGLhaYkQlnxl1a3Anhnz,Bae Bae,Ceeprince,5iWaTVVK75bddRPWkzQVTB,Nigeria,West Africa,False,15,3,6,2025,Unknown,Independent,0.71,0.729,0.613,108.6,0.2,0.0516,0.05,0.055,-6.19,1,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,2h1aaSSMUspQfHKDl5uISY,Escaladizzy II,"Mavo, Shallipopi, Zlatan, Ayra Starr",1VBjib1ykqXxss9Tw5YuR9,Nigeria,West Africa,False,68,71,7,2025,Unknown,Independent,0.68,0.812,0.413,126.1,0.306,0.049,0.128,0.087,-6.82,8,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,5Y5yXkiGjavArSh4gqJAGm,Mey Suya,"Harcher, Fido",6SniFsjX52SDVjS6xjqSKv,Nigeria,West Africa,False,34,18,8,2025,Unknown,Independent,0.677,0.711,0.729,104.0,0.297,0.0412,0.056,0.205,-7.36,8,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,7lRBrno3yGe096YlW8sJo3,Jah,Kdee vibez,79NH0i6HjoUQW5EqoVxtBi,Nigeria,West Africa,False,7,11,9,2023,Unknown,Independent,0.693,0.744,0.648,113.0,0.308,0.0367,0.315,0.099,-4.81,9,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,05lhFsOWPXRjfGA7xY7XJz,Pressure,Seyi Vibez,4zmZ8lVLzGc84S4v2B1rLx,Nigeria,West Africa,False,70,75,10,2025,Unknown,Independent,0.646,0.796,0.545,111.8,0.069,0.03,0.34,0.3,-6.57,5,0,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,0EJwcwxMlY0sSU1KbbZVpt,DND,"Lekkzy Young, TiZ EAST",3wB0RFJLgFuH0jHrJxx0LU,Ghana,West Africa,False,27,12,11,2025,Unknown,Independent,0.806,0.836,0.9,128.4,0.092,0.0313,0.175,0.125,-5.22,0,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,64sgHdwetzIsoSJFklckB7,HUSTLE,RhynoKings,3dNAtbZhh1S7XpAis9oka3,Nigeria,West Africa,False,21,18,12,2024,Unknown,Independent,0.665,0.831,0.533,97.3,0.085,0.0768,0.298,0.233,-6.81,6,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,3wdV4OJ37JdoLyUJMm50UW,lost,"FOLA, Kizz Daniel",0FK1hXdXst70HD11n5J26z,Nigeria,West Africa,False,63,74,13,2025,Unknown,Independent,0.778,0.661,0.717,103.4,0.361,0.0038,0.059,0.154,-6.32,2,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,0UKX2OlSnobdX77f0Y1jok,Kai!,"Olamide, Wizkid",4ovtyvs7j1jSmwhkBGHqSr,Nigeria,West Africa,False,56,69,14,2025,Unknown,Independent,0.719,0.609,0.57,98.4,0.118,0.0055,0.076,0.243,-8.41,0,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,3w0eFAME3IxlonearUIaXJ,Ewo,"Famous Pluto, Shallipopi, Zerrydl",2hg21aqtw66FhKSo3Uzbne,Nigeria,West Africa,False,71,61,15,2025,Unknown,Independent,0.688,0.756,0.9,112.3,0.23,0.0748,0.304,0.3,-5.24,2,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,2IocWgGPI0o6rmRDeb7Zrz,Very Soon,"BNXN, FOLA",3zaDigUwjHvjOkSn0NDf9x,Nigeria,West Africa,False,71,71,16,2025,Unknown,Independent,0.702,0.733,0.652,104.8,0.206,0.0672,0.298,0.143,-3.64,8,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,6mSjg7wEv4MLKtc2KqgJAE,TaTaTa (feat. Travis Scott),"Burna Boy, Travis Scott",3wcj11K77LjEY1PkEazffa,Nigeria,West Africa,False,52,80,17,2025,Unknown,Independent,0.636,0.665,0.661,111.3,0.133,0.1247,0.222,0.177,-6.46,5,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,1lWcw1YdBbYbFzJ9BKyDqc,Go Crazy,Blaqbonez,12kjvw4e3gLp6qVHO65n7W,Nigeria,West Africa,False,54,64,18,2025,Unknown,Independent,0.718,0.718,0.654,121.6,0.18,0.0348,0.151,0.129,-8.21,6,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,3qS4spuVywoeh9uGIpRuQh,Bout U,Rema,46pWGuE3dSwY3bMMXGBvVS,Nigeria,West Africa,False,66,77,19,2025,Unknown,Independent,0.737,0.739,0.465,106.1,0.344,0.0422,0.091,0.19,-3.07,9,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,6n6J0mZb0ltWlt2AqobHVd,Black Girl Magic,Kizz Daniel,1X6cBGnXpEpN7CmflLKmLV,Nigeria,West Africa,False,57,68,20,2025,Unknown,Independent,0.612,0.841,0.571,119.0,0.062,0.0589,0.35,0.3,-5.67,2,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,4DREBgUie15tAPq9KQqe2c,Laho II,"Shallipopi, Burna Boy",4TKhxSkqClXrdtUWgKqHVU,Nigeria,West Africa,False,71,70,21,2025,Unknown,Independent,0.671,0.781,0.539,104.0,0.129,0.0325,0.05,0.252,-5.9,11,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,6qP0WJrZVJMWQHGWoYrvuo,Kini Eleyii?,"Aabiola, Kuraye",364qidHGhW8ZNzIFt0PCma,Nigeria,West Africa,False,20,7,22,2025,Unknown,Independent,0.658,0.635,0.553,120.0,0.137,0.0608,0.155,0.3,-5.37,5,0,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,4SF9cN3XnLIo51bUPy97EM,Do You Mind?,"Brav, ANIJAMZ, Young Bone",0yRZ0Yk8srKZ1QvSRx8QXI,France,Western Europe,True,19,5,23,2025,Unknown,Independent,0.745,0.693,0.523,117.5,0.04,0.0099,0.077,0.133,-3.05,6,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,5GyaXqMfcIGHfmTUITFacS,With You (feat. Omah Lay),"Davido, Omah Lay",0Y3agQaa6g2r0YmHPOO9rh,Nigeria,West Africa,False,76,75,24,2025,Unknown,Independent,0.613,0.847,0.56,131.0,0.193,0.0977,0.109,0.3,-7.03,4,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,4otA4JHWkokv4qAj1Pp2U5,Money Moves,Fido,5HmfRnwYc5vNyWxRfP9U74,Ghana,West Africa,False,48,59,25,2025,Unknown,Independent,0.613,0.75,0.718,115.0,0.373,0.108,0.086,0.3,-5.53,6,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,1k51Q6GFWBbsaWlBB2gnzo,Gimme Dat (feat. Wizkid),"Ayra Starr, Wizkid",3ZpEKRjHaHANcpk10u6Ntq,Nigeria,West Africa,False,72,75,26,2025,Unknown,Independent,0.699,0.789,0.724,128.0,0.296,0.0294,0.262,0.213,-6.55,10,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,7LZkMeX1k8PXQJ0SVYn1A5,Funds (feat. ODUMODUBLVCK & Chike),"Davido, ODUMODUBLVCK, Chike",0Y3agQaa6g2r0YmHPOO9rh,Nigeria,West Africa,False,60,75,27,2024,Unknown,Independent,0.568,0.799,0.7,92.4,0.267,0.0074,0.35,0.3,-5.6,1,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,52ZxqHSe1HesJPwuuBiW4U,MARIO KART,Seyi Vibez,4zmZ8lVLzGc84S4v2B1rLx,Nigeria,West Africa,False,68,75,28,2025,Unknown,Independent,0.747,0.743,0.595,127.1,0.064,0.15,0.063,0.3,-3.63,0,0,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,5rFZHAhav5kGsSAKtQHRHq,Most Wanted,Zinoleesky,6Kp3KWPiVgi33DkJqo9T4g,Nigeria,West Africa,False,49,65,29,2025,Unknown,Independent,0.821,0.848,0.47,90.0,0.208,0.0366,0.133,0.3,-4.95,9,0,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,2j8n2hpZlEMvtrjJ7n0ZIy,Bad Girl (feat. Asake),"Wizkid, Asake",3tVQdUvClmAT7URs9V3rsp,Nigeria,West Africa,False,64,81,30,2024,Unknown,Independent,0.744,0.549,0.68,117.5,0.336,0.0082,0.101,0.165,-5.89,5,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,3ZR7IlqBPK8TrJyZYfFX9L,who does that? (feat. Bella Shmurda),"FOLA, Bella Shmurda",0FK1hXdXst70HD11n5J26z,Nigeria,West Africa,False,68,74,31,2024,Unknown,Independent,0.639,0.895,0.648,112.8,0.227,0.0621,0.171,0.281,-3.88,4,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,0OWPr4POCQ7iH9BGmTxOZV,LEGOLAS,ODUMODUBLVCK,3LOm0AZjpwVQebvkyanjDy,Nigeria,West Africa,False,63,73,32,2025,Unknown,Independent,0.768,0.762,0.662,113.1,0.272,0.0264,0.05,0.278,-5.83,8,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,5nmYNuBSh99LNDdZ0iSe2O,Get Better,"Zlatan, FOLA",4mSWNal2Ixxf1zrXSTLoep,Nigeria,West Africa,False,66,67,33,2025,Unknown,Independent,0.638,0.706,0.605,111.2,0.212,0.0914,0.219,0.298,-3.57,9,0,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,3RMr94P81nO3GtW9MfqNp5,PITY THIS BOY (with Victony),"ODUMODUBLVCK, Victony",3LOm0AZjpwVQebvkyanjDy,Nigeria,West Africa,False,64,73,34,2025,Unknown,Independent,0.821,0.798,0.62,112.9,0.114,0.0667,0.222,0.188,-5.72,10,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,07eJSSPcNlkR34wVlkrCcY,Dangbana Riddim,"Bella Shmurda, FOLA",7kK5badbqOjd8WlT2XWMeM,Nigeria,West Africa,False,65,68,35,2025,Unknown,Independent,0.695,0.692,0.565,119.8,0.132,0.0363,0.218,0.218,-4.19,1,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,2hODYSmDyWMu2C2XN4bgOV,SHAOLIN,Seyi Vibez,4zmZ8lVLzGc84S4v2B1rLx,Nigeria,West Africa,False,62,75,36,2025,Unknown,Independent,0.63,0.868,0.59,97.9,0.045,0.1095,0.085,0.169,-6.68,9,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,7mdvPu1ZAOIgMzr3sfpAqk,My Darling,Chella,3Idn4rRQLKL7cDHbaWx3GI,Nigeria,West Africa,False,71,57,37,2025,Unknown,Independent,0.684,0.656,0.61,108.6,0.172,0.0257,0.35,0.241,-4.91,4,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,2v7r3nItoWRbCQBS1qFQnD,Trenches Luv,T.I BLAZE,1FIsnQiSPsuqA38z48irJC,Nigeria,West Africa,False,53,61,38,2025,Unknown,Independent,0.626,0.756,0.702,111.0,0.254,0.0141,0.191,0.115,-6.6,10,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,4XHrQHvHWlE0RldeG8Nslq,Na Scra,Famous Pluto,2hg21aqtw66FhKSo3Uzbne,Nigeria,West Africa,False,63,61,39,2025,Unknown,Independent,0.807,0.721,0.647,121.8,0.193,0.0891,0.074,0.175,-3.51,11,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,13VXuHw3O8Yt7VwRIDqSo4,MMS,"Asake, Wizkid",3a1tBryiczPAZpgoZN9Rzg,Nigeria,West Africa,False,70,75,40,2024,Unknown,Independent,0.555,0.764,0.655,110.3,0.084,0.094,0.05,0.3,-4.82,1,0,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,4WnlAkJ3S0r6C7ofHy6kNP,Arike,Kunmie,5PvHPCv7xxX9KclR4sJfoF,Nigeria,West Africa,False,69,55,41,2025,Unknown,Independent,0.611,0.785,0.62,99.9,0.205,0.0572,0.224,0.3,-4.64,11,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,2YwBdxvMFsWUSCaL1U6xIg,HAPPY SONG,Seyi Vibez,4zmZ8lVLzGc84S4v2B1rLx,Nigeria,West Africa,False,60,75,42,2025,Unknown,Independent,0.762,0.597,0.615,105.0,0.076,0.0263,0.195,0.105,-5.31,7,0,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,6NOrpcicPUh2eaj8bAD44u,Baby (Is it a Crime),Rema,46pWGuE3dSwY3bMMXGBvVS,Nigeria,West Africa,False,73,77,43,2025,Unknown,Independent,0.738,0.612,0.736,100.8,0.331,0.0125,0.109,0.3,-4.62,5,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,7fA7mrYaXVDVVGCAV65NRN,Higher,Burna Boy,3wcj11K77LjEY1PkEazffa,Nigeria,West Africa,False,60,80,44,2024,Unknown,Independent,0.717,0.581,0.704,128.6,0.103,0.0267,0.131,0.3,-5.06,9,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,6CSbf15NZhlB39CAjDU16b,So it Goes,"Black Sherif, Fireboy DML",2LiqbH7OhqP0yuaG8VL1wJ,Ghana,West Africa,False,61,65,45,2025,Unknown,Independent,0.611,0.805,0.504,111.5,0.103,0.0158,0.172,0.113,-6.71,0,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,5EMD7ozaMBD2GJCUHD5nVn,Feeling,FOLA,0FK1hXdXst70HD11n5J26z,Nigeria,West Africa,False,70,74,46,2024,Unknown,Independent,0.595,0.66,0.65,109.7,0.101,0.0212,0.202,0.3,-6.62,0,0,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,4xVj25uTjTZCaHbSFbYwAE,Hey Jago,"Poco Lee, Shoday, Rahman Jago",63NVCM00HP3vWokNnWQAIc,Nigeria,West Africa,False,61,50,47,2025,Unknown,Independent,0.583,0.682,0.595,105.9,0.229,0.0149,0.35,0.189,-7.27,7,0,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,2pNjk1fIZTMtj8ry6SdEmB,Venus,"Faceless, Serøtonin",4kwkSF1jJalibmNlh4Z8Of,Ghana,West Africa,False,70,52,48,2024,Unknown,Independent,0.55,0.705,0.558,114.1,0.288,0.1393,0.05,0.3,-6.45,7,0,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,4gNOP9BGhyl2apkm8Xy7Eg,FLAKO,"Wizard Chan, ODUMODUBLVCK",4NiZlwuau3hlznWpJYnme4,Nigeria,West Africa,False,57,55,49,2025,Unknown,Independent,0.797,0.695,0.817,124.4,0.292,0.023,0.053,0.056,-5.48,11,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,2Wj5YuUfvbAOzA2kxRlnqi,Police,"Kizz Daniel, Angelique Kidjo, Johnny Drille",1X6cBGnXpEpN7CmflLKmLV,Nigeria,West Africa,False,50,68,50,2025,Unknown,Independent,0.65,0.78,0.54,107.5,0.143,0.15,0.171,0.181,-6.51,1,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,7msfmSm4KbVnIds5DvsGzT,Joy is Coming,Fido,5HmfRnwYc5vNyWxRfP9U74,Ghana,West Africa,False,58,59,51,2024,Unknown,Independent,0.766,0.616,0.654,127.8,0.198,0.1154,0.266,0.273,-5.31,9,0,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,6Xf8PfUrnPoosRiAbNGnur,Can't Breathe,Llona,3hz0ZIs5SlEnlK0ML7FmNc,Nigeria,West Africa,False,62,59,52,2024,Unknown,Independent,0.666,0.794,0.561,90.0,0.157,0.0144,0.05,0.3,-3.0,4,1,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,7L1DT2ByQ331AJkDfjvI5N,Management,"Smur Lee, BIGKHALID",5jF4VfE2TZtAXWYQLe3F8A,Nigeria,West Africa,False,67,58,53,2025,Unknown,Independent,0.709,0.59,0.451,111.4,0.096,0.0348,0.333,0.3,-3.0,7,0,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,3H2bLX6U4kNuv04iTkCrSp,HAUSAPIANO - Remix,"Kvng Vinci, Zerrydl",2toONwOXJt03vVKmJZs30X,Nigeria,West Africa,False,62,46,54,2024,Unknown,Independent,0.721,0.737,0.798,108.1,0.051,0.1027,0.225,0.114,-4.37,0,0,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,1136eJrkWsDvReASbjLTaU,Awolowo,Fido,5HmfRnwYc5vNyWxRfP9U74,Ghana,West Africa,False,71,59,55,2024,Unknown,Independent,0.689,0.607,0.548,110.9,0.378,0.0032,0.175,0.144,-4.44,8,0,4
ginja,Afrobeats Hits,User-Generated,COMPLEX,4632,5Wxkvvb6pLky16pwq4gBI3,Dealer,"Ayo Maff, Fireboy DML",4kuHnKdDObYPKYPcyJC4f6,Nigeria,West Africa,False,64,63,56,2024,Unknown,Independent,0.55,0.669,0.59,116.1,0.222,0.0373,0.35,0.097,-7.78,1,1,4
